state,sale_start,sale_end,revenue
Arkansas,2014-09-30,2014-09-30,1046.0
New York,2014-03-11,2014-03-11,700.0
Nevada,2014-01-01,2014-01-03,437.0
Louisiana,2014-10-17,2014-10-19,1402.0
Indiana,2014-09-09,2014-09-10,507.0
Louisiana,2014-06-28,2014-06-29,1446.0
Delaware,2014-12-12,2014-12-13,778.0
New York,2014-02-23,2014-02-24,758.0
Idaho,2014-08-12,2014-08-13,1442.0
Texas,2014-12-08,2014-12-10,1213.0
Louisiana,2014-08-26,2014-08-27,1421.0
Texas,2014-11-08,2014-11-09,1152.0
New Mexico,2014-09-10,2014-09-11,1098.0
Nebraska,2014-06-05,2014-06-06,698.0
California,2014-06-23,2014-06-24,603.0
Georgia,2014-09-14,2014-09-15,1410.0
Montana,2014-07-10,2014-07-13,1094.0
Idaho,2014-09-09,2014-09-10,1348.0
New Mexico,2014-03-19,2014-03-19,1298.0
California,2014-05-14,2014-05-16,589.0
Texas,2014-06-25,2014-06-28,1336.0
Indiana,2014-07-28,2014-07-28,832.0
Louisiana,2014-05-28,2014-05-30,1565.0
Alaska,2014-02-02,2014-02-04,543.0
Maine,2014-02-08,2014-02-10,393.0
Indiana,2014-04-27,2014-04-28,583.0
Maine,2014-05-10,2014-05-11,416.0
Montana,2014-05-15,2014-05-16,892.0
Oregon,2014-07-21,2014-07-21,724.0
Kansas,2014-08-26,2014-08-28,1152.0
Montana,2014-09-15,2014-09-17,905.0
Indiana,2014-01-08,2014-01-10,759.0
Alaska,2014-05-21,2014-05-23,644.0
Alaska,2014-10-14,2014-10-17,701.0
Kansas,2014-01-20,2014-01-23,1153.0
New York,2014-03-17,2014-03-19,813.0
Oregon,2014-05-10,2014-05-12,741.0
Indiana,2014-04-28,2014-04-30,599.0
California,2014-04-12,2014-04-12,726.0
Mississippi,2014-02-14,2014-02-16,758.0
Oklahoma,2014-06-01,2014-06-01,767.0
Ohio,2014-03-21,2014-03-22,761.0
Nebraska,2014-02-03,2014-02-04,855.0
New York,2014-03-27,2014-03-27,760.0
New Mexico,2014-06-04,2014-06-05,1223.0
Kansas,2014-09-18,2014-09-21,1099.0
Alaska,2014-02-24,2014-02-27,690.0
Texas,2014-09-04,2014-09-05,1231.0
Texas,2014-10-30,2014-11-02,1159.0
Kansas,2014-10-14,2014-10-14,1134.0
Oregon,2014-02-11,2014-02-14,671.0
Missouri,2014-11-18,2014-11-19,1078.0
New York,2014-01-17,2014-01-20,869.0
Georgia,2014-12-19,2014-12-21,1155.0
Maine,2014-03-22,2014-03-22,331.0
Maine,2014-07-04,2014-07-07,483.0
New York,2014-12-06,2014-12-07,646.0
Ohio,2014-04-26,2014-04-27,627.0
New York,2014-02-27,2014-03-01,753.0
Montana,2014-10-12,2014-10-15,775.0
Mississippi,2014-09-18,2014-09-20,491.0
Florida,2014-08-21,2014-08-24,847.0
Oregon,2014-03-06,2014-03-09,611.0
Idaho,2014-07-30,2014-08-02,1331.0
Kansas,2014-06-16,2014-06-19,1132.0
Oregon,2014-02-06,2014-02-07,894.0
Oklahoma,2014-02-21,2014-02-24,636.0
Nevada,2014-02-21,2014-02-22,475.0
California,2014-06-23,2014-06-23,659.0
New Mexico,2014-07-28,2014-07-30,1139.0
Arkansas,2014-09-23,2014-09-23,1311.0
Alaska,2014-07-14,2014-07-17,600.0
Florida,2014-05-28,2014-05-28,975.0
New Mexico,2014-09-08,2014-09-08,1236.0
Texas,2014-07-10,2014-07-10,1112.0
Mississippi,2014-12-26,2014-12-27,559.0
Illinois,2014-08-04,2014-08-06,1577.0
New York,2014-03-25,2014-03-28,837.0
Maine,2014-09-29,2014-09-30,459.0
Arkansas,2014-11-09,2014-11-09,1120.0
Oregon,2014-01-08,2014-01-10,903.0
Idaho,2014-12-24,2014-12-26,1198.0
Nebraska,2014-07-10,2014-07-11,676.0
New Mexico,2014-06-19,2014-06-21,1210.0
Georgia,2014-05-02,2014-05-04,1405.0
New Mexico,2014-11-09,2014-11-09,1059.0
Washington,2014-10-03,2014-10-04,872.0
Nevada,2014-02-28,2014-03-02,424.0
Maine,2014-01-12,2014-01-15,454.0
Iowa,2014-08-22,2014-08-24,1214.0
Missouri,2014-09-03,2014-09-05,1256.0
Indiana,2014-07-26,2014-07-26,453.0
Washington,2014-10-10,2014-10-11,679.0
Georgia,2014-09-14,2014-09-14,1094.0
Indiana,2014-08-10,2014-08-13,644.0
Washington,2014-11-23,2014-11-24,877.0
Florida,2014-12-21,2014-12-23,707.0
Indiana,2014-01-10,2014-01-13,675.0
Missouri,2014-08-19,2014-08-22,1201.0
Louisiana,2014-12-02,2014-12-02,1460.0
Louisiana,2014-11-18,2014-11-18,1566.0
New York,2014-10-19,2014-10-19,571.0
New York,2014-06-27,2014-06-29,585.0
Illinois,2014-07-01,2014-07-02,1385.0
Maine,2014-10-20,2014-10-23,224.0
Missouri,2014-12-07,2014-12-09,1257.0
Missouri,2014-08-23,2014-08-23,1141.0
Texas,2014-10-15,2014-10-18,1032.0
Nevada,2014-07-28,2014-07-28,305.0
Nevada,2014-06-07,2014-06-08,284.0
Montana,2014-11-09,2014-11-09,1017.0
Nebraska,2014-09-29,2014-09-29,740.0
Texas,2014-11-08,2014-11-10,1024.0
Texas,2014-12-06,2014-12-08,989.0
Alaska,2014-05-20,2014-05-20,571.0
Washington,2014-09-21,2014-09-24,936.0
Idaho,2014-12-06,2014-12-07,1230.0
Arkansas,2014-11-02,2014-11-05,1263.0
California,2014-05-20,2014-05-21,567.0
Indiana,2014-06-23,2014-06-25,550.0
Oregon,2014-02-28,2014-03-03,696.0
Oklahoma,2014-02-13,2014-02-16,567.0
Montana,2014-12-02,2014-12-05,791.0
Idaho,2014-07-05,2014-07-08,1307.0
Washington,2014-05-19,2014-05-19,877.0
Washington,2014-10-23,2014-10-26,1036.0
New York,2014-05-02,2014-05-05,977.0
Oklahoma,2014-07-07,2014-07-10,544.0
Mississippi,2014-02-12,2014-02-15,717.0
Florida,2014-07-14,2014-07-17,1084.0
Iowa,2014-04-13,2014-04-15,1309.0
Mississippi,2014-07-21,2014-07-22,671.0
Maine,2014-01-18,2014-01-18,502.0
New Mexico,2014-11-17,2014-11-20,1177.0
California,2014-03-30,2014-03-30,793.0
Montana,2014-09-21,2014-09-22,826.0
Texas,2014-12-19,2014-12-22,1208.0
Nevada,2014-03-13,2014-03-13,451.0
Washington,2014-10-11,2014-10-13,908.0
Montana,2014-06-22,2014-06-23,1052.0
Indiana,2014-08-31,2014-08-31,368.0
Kansas,2014-10-29,2014-11-01,1001.0
Indiana,2014-05-09,2014-05-10,644.0
Indiana,2014-01-04,2014-01-07,639.0
Oregon,2014-02-18,2014-02-18,909.0
California,2014-08-06,2014-08-09,819.0
Washington,2014-10-31,2014-11-03,809.0
Arkansas,2014-06-03,2014-06-04,1320.0
Illinois,2014-10-05,2014-10-07,1505.0
Alaska,2014-03-14,2014-03-15,570.0
Ohio,2014-07-29,2014-08-01,503.0
Indiana,2014-06-01,2014-06-04,659.0
California,2014-06-07,2014-06-10,506.0
Oregon,2014-12-23,2014-12-24,687.0
New York,2014-03-29,2014-03-30,801.0
Indiana,2014-08-15,2014-08-16,562.0
Louisiana,2014-09-01,2014-09-01,1418.0
Mississippi,2014-02-17,2014-02-20,550.0
California,2014-02-03,2014-02-06,574.0
California,2014-03-27,2014-03-28,695.0
Florida,2014-09-03,2014-09-05,824.0
Florida,2014-03-27,2014-03-27,940.0
Montana,2014-09-08,2014-09-08,848.0
New Mexico,2014-06-22,2014-06-23,1004.0
Louisiana,2014-12-10,2014-12-11,1441.0
Indiana,2014-01-18,2014-01-19,542.0
New Mexico,2014-09-15,2014-09-15,1252.0
Florida,2014-02-27,2014-02-28,912.0
Texas,2014-08-06,2014-08-07,1228.0
New Mexico,2014-11-29,2014-11-29,900.0
Ohio,2014-04-09,2014-04-10,734.0
Delaware,2014-10-18,2014-10-20,840.0
California,2014-06-17,2014-06-17,594.0
Kansas,2014-10-17,2014-10-18,1022.0
Indiana,2014-04-27,2014-04-30,429.0
Ohio,2014-01-25,2014-01-27,627.0
Illinois,2014-05-29,2014-06-01,1545.0
Iowa,2014-08-25,2014-08-26,1173.0
Delaware,2014-05-13,2014-05-16,1108.0
Missouri,2014-10-15,2014-10-18,1055.0
Mississippi,2014-06-21,2014-06-22,724.0
Iowa,2014-10-03,2014-10-05,1182.0
Montana,2014-07-22,2014-07-22,886.0
Idaho,2014-10-22,2014-10-22,1254.0
Iowa,2014-11-27,2014-11-30,960.0
Iowa,2014-09-11,2014-09-13,964.0
Nebraska,2014-01-10,2014-01-11,796.0
Indiana,2014-11-15,2014-11-15,601.0
Oregon,2014-02-28,2014-03-02,790.0
New York,2014-05-06,2014-05-08,777.0
Mississippi,2014-07-30,2014-07-31,495.0
Delaware,2014-09-14,2014-09-15,971.0
Florida,2014-10-19,2014-10-19,856.0
Nevada,2014-03-27,2014-03-27,371.0
Oregon,2014-02-01,2014-02-02,920.0
Ohio,2014-02-28,2014-03-03,752.0
Nebraska,2014-08-14,2014-08-15,743.0
Maine,2014-01-31,2014-02-02,389.0
Washington,2014-12-10,2014-12-11,723.0
Missouri,2014-11-25,2014-11-27,1068.0
Missouri,2014-04-08,2014-04-09,1156.0
Florida,2014-09-13,2014-09-15,780.0
Louisiana,2014-11-05,2014-11-06,1332.0
Florida,2014-02-11,2014-02-14,1149.0
Alaska,2014-01-25,2014-01-26,710.0
Idaho,2014-11-01,2014-11-04,1046.0
Idaho,2014-05-16,2014-05-17,1414.0
Texas,2014-11-16,2014-11-19,1350.0
Idaho,2014-12-10,2014-12-10,1147.0
Georgia,2014-12-21,2014-12-24,1004.0
Delaware,2014-04-12,2014-04-15,952.0
Maine,2014-09-16,2014-09-17,367.0
Nebraska,2014-03-26,2014-03-27,783.0
Washington,2014-05-29,2014-05-29,954.0
Missouri,2014-05-20,2014-05-20,1153.0
Washington,2014-11-19,2014-11-21,695.0
Nevada,2014-04-13,2014-04-16,605.0
Delaware,2014-12-14,2014-12-14,931.0
Delaware,2014-06-28,2014-06-29,729.0
Ohio,2014-05-01,2014-05-02,631.0
Texas,2014-10-31,2014-11-03,1052.0
Idaho,2014-09-19,2014-09-19,1282.0
Montana,2014-10-09,2014-10-10,770.0
Montana,2014-11-27,2014-11-30,815.0
Illinois,2014-06-23,2014-06-25,1580.0
Arkansas,2014-06-11,2014-06-13,1139.0
Washington,2014-10-16,2014-10-17,877.0
Nevada,2014-02-17,2014-02-18,665.0
California,2014-10-30,2014-11-02,516.0
New York,2014-01-31,2014-01-31,720.0
Delaware,2014-12-04,2014-12-07,821.0
New York,2014-02-03,2014-02-05,792.0
Florida,2014-11-05,2014-11-08,921.0
Nebraska,2014-05-05,2014-05-08,658.0
Illinois,2014-04-13,2014-04-14,1499.0
California,2014-05-05,2014-05-07,620.0
Oregon,2014-10-29,2014-10-29,786.0
Arkansas,2014-08-12,2014-08-14,1435.0
Iowa,2014-08-11,2014-08-12,1169.0
Alaska,2014-07-14,2014-07-15,701.0
Indiana,2014-09-16,2014-09-18,555.0
Alaska,2014-06-22,2014-06-22,663.0
Alaska,2014-10-11,2014-10-11,599.0
Oklahoma,2014-03-20,2014-03-21,484.0
Nebraska,2014-04-19,2014-04-21,935.0
Delaware,2014-03-23,2014-03-25,961.0
Oregon,2014-09-25,2014-09-27,689.0
Maine,2014-03-14,2014-03-16,467.0
Maine,2014-01-26,2014-01-26,331.0
Kansas,2014-09-21,2014-09-21,1093.0
New York,2014-01-17,2014-01-17,948.0
Maine,2014-04-23,2014-04-24,209.0
Missouri,2014-12-24,2014-12-24,1194.0
Montana,2014-11-06,2014-11-07,691.0
Washington,2014-10-27,2014-10-28,860.0
Maine,2014-02-26,2014-02-27,619.0
Missouri,2014-12-16,2014-12-17,1023.0
Arkansas,2014-02-06,2014-02-07,1399.0
Kansas,2014-06-23,2014-06-24,1261.0
Iowa,2014-08-05,2014-08-07,1062.0
Louisiana,2014-10-20,2014-10-22,1395.0
Oklahoma,2014-02-24,2014-02-25,644.0
New York,2014-06-04,2014-06-05,699.0
New Mexico,2014-07-13,2014-07-15,1234.0
Nebraska,2014-03-30,2014-04-02,873.0
Arkansas,2014-09-07,2014-09-09,1201.0
Maine,2014-04-08,2014-04-10,390.0
New York,2014-04-21,2014-04-21,836.0
Montana,2014-09-06,2014-09-06,842.0
Texas,2014-11-23,2014-11-26,1224.0
Oklahoma,2014-12-24,2014-12-27,375.0
Oregon,2014-01-30,2014-02-01,841.0
Maine,2014-03-07,2014-03-10,436.0
Delaware,2014-10-26,2014-10-28,832.0
Florida,2014-11-13,2014-11-14,793.0
California,2014-03-27,2014-03-29,550.0
Alaska,2014-10-16,2014-10-17,734.0
Montana,2014-12-07,2014-12-07,742.0
Oklahoma,2014-05-04,2014-05-06,490.0
Oregon,2014-06-25,2014-06-27,535.0
Florida,2014-01-31,2014-02-02,845.0
Kansas,2014-08-19,2014-08-20,1216.0
Idaho,2014-09-28,2014-10-01,1060.0
Georgia,2014-04-23,2014-04-26,1280.0
Nebraska,2014-07-16,2014-07-19,859.0
New York,2014-11-09,2014-11-10,733.0
California,2014-03-10,2014-03-12,688.0
Montana,2014-08-08,2014-08-09,935.0
Ohio,2014-08-09,2014-08-11,728.0
Mississippi,2014-03-24,2014-03-25,671.0
Oregon,2014-03-30,2014-03-31,939.0
Ohio,2014-07-23,2014-07-24,640.0
Idaho,2014-06-06,2014-06-09,1383.0
Missouri,2014-08-12,2014-08-13,1109.0
Arkansas,2014-10-23,2014-10-24,1243.0
Iowa,2014-10-22,2014-10-24,925.0
Alaska,2014-07-14,2014-07-16,646.0
California,2014-09-27,2014-09-29,432.0
Ohio,2014-09-08,2014-09-10,575.0
California,2014-08-20,2014-08-21,560.0
Alaska,2014-09-06,2014-09-06,591.0
Illinois,2014-11-11,2014-11-13,1298.0
Maine,2014-04-15,2014-04-16,452.0
Oklahoma,2014-01-21,2014-01-22,391.0
Nebraska,2014-05-23,2014-05-25,789.0
Illinois,2014-12-06,2014-12-06,1225.0
Mississippi,2014-05-11,2014-05-14,591.0
Maine,2014-04-18,2014-04-18,138.0
Washington,2014-11-12,2014-11-12,946.0
California,2014-01-07,2014-01-07,662.0
California,2014-10-30,2014-10-31,601.0
Maine,2014-10-16,2014-10-17,291.0
Iowa,2014-10-24,2014-10-26,1125.0
Louisiana,2014-06-17,2014-06-19,1471.0
Maine,2014-05-19,2014-05-21,496.0
Montana,2014-08-03,2014-08-03,901.0
Kansas,2014-03-15,2014-03-18,1368.0
Arkansas,2014-09-04,2014-09-06,1460.0
Washington,2014-05-30,2014-06-01,893.0
New York,2014-01-24,2014-01-24,919.0
Texas,2014-11-21,2014-11-22,1182.0
Oregon,2014-03-27,2014-03-27,747.0
Florida,2014-05-14,2014-05-14,1106.0
Idaho,2014-09-11,2014-09-13,1248.0
Iowa,2014-04-03,2014-04-06,1430.0
Indiana,2014-01-19,2014-01-19,600.0
New Mexico,2014-06-26,2014-06-28,1118.0
Alaska,2014-09-26,2014-09-28,631.0
Oklahoma,2014-02-05,2014-02-08,641.0
Mississippi,2014-09-06,2014-09-09,588.0
Montana,2014-04-02,2014-04-05,816.0
Alaska,2014-03-29,2014-03-29,838.0
Maine,2014-06-10,2014-06-13,297.0
Idaho,2014-12-07,2014-12-10,1038.0
Delaware,2014-12-10,2014-12-11,751.0
Georgia,2014-12-01,2014-12-03,1183.0
Nevada,2014-06-27,2014-06-30,475.0
Maine,2014-10-13,2014-10-14,310.0
California,2014-08-06,2014-08-07,510.0
Kansas,2014-09-28,2014-10-01,1074.0
Idaho,2014-07-05,2014-07-05,1280.0
Ohio,2014-10-23,2014-10-24,690.0
Ohio,2014-05-23,2014-05-24,702.0
Missouri,2014-12-06,2014-12-09,1022.0
Washington,2014-12-09,2014-12-09,671.0
Alaska,2014-05-24,2014-05-27,628.0
New Mexico,2014-12-09,2014-12-12,1044.0
Missouri,2014-11-27,2014-11-30,1100.0
Georgia,2014-06-02,2014-06-03,1357.0
New York,2014-08-04,2014-08-07,747.0
Mississippi,2014-07-03,2014-07-05,546.0
Idaho,2014-10-16,2014-10-16,1250.0
Mississippi,2014-08-18,2014-08-19,788.0
Montana,2014-08-20,2014-08-23,906.0
Georgia,2014-10-24,2014-10-24,1075.0
Indiana,2014-06-08,2014-06-08,610.0
Oregon,2014-02-09,2014-02-11,759.0
Mississippi,2014-01-22,2014-01-24,594.0
Indiana,2014-01-29,2014-01-31,560.0
Mississippi,2014-01-21,2014-01-22,652.0
Nebraska,2014-07-15,2014-07-18,642.0
Florida,2014-03-12,2014-03-15,1076.0
Illinois,2014-08-28,2014-08-31,1518.0
Mississippi,2014-01-12,2014-01-15,809.0
Washington,2014-08-06,2014-08-09,944.0
Oklahoma,2014-05-24,2014-05-26,582.0
Ohio,2014-05-04,2014-05-05,744.0
California,2014-10-10,2014-10-11,596.0
Arkansas,2014-11-16,2014-11-16,1067.0
Iowa,2014-09-06,2014-09-07,1219.0
Iowa,2014-07-04,2014-07-04,1153.0
Indiana,2014-01-16,2014-01-18,510.0
Georgia,2014-09-06,2014-09-06,1246.0
Alaska,2014-04-10,2014-04-13,541.0
Indiana,2014-05-13,2014-05-13,533.0
Ohio,2014-06-12,2014-06-12,824.0
Washington,2014-08-19,2014-08-20,990.0
Texas,2014-06-04,2014-06-06,1392.0
New York,2014-02-18,2014-02-19,740.0
Mississippi,2014-05-02,2014-05-04,703.0
Oklahoma,2014-03-10,2014-03-10,604.0
Iowa,2014-10-17,2014-10-17,1111.0
New Mexico,2014-11-26,2014-11-26,1162.0
Alaska,2014-01-29,2014-01-31,640.0
Missouri,2014-05-21,2014-05-21,1155.0
Ohio,2014-02-16,2014-02-17,562.0
Washington,2014-10-30,2014-10-30,990.0
Nebraska,2014-05-17,2014-05-19,665.0
Delaware,2014-11-05,2014-11-05,824.0
Georgia,2014-11-12,2014-11-14,1241.0
Oklahoma,2014-02-21,2014-02-23,402.0
Mississippi,2014-07-17,2014-07-17,453.0
Oregon,2014-02-06,2014-02-08,742.0
Oregon,2014-01-10,2014-01-10,816.0
Florida,2014-10-10,2014-10-13,836.0
Nebraska,2014-02-16,2014-02-18,811.0
Nebraska,2014-05-12,2014-05-14,767.0
Iowa,2014-07-23,2014-07-26,1215.0
Maine,2014-05-06,2014-05-08,354.0
Iowa,2014-10-24,2014-10-24,1104.0
Delaware,2014-11-27,2014-11-28,796.0
California,2014-01-20,2014-01-20,688.0
Washington,2014-11-28,2014-11-28,713.0
Nevada,2014-07-08,2014-07-11,323.0
Washington,2014-10-31,2014-11-02,690.0
California,2014-05-19,2014-05-22,619.0
California,2014-10-19,2014-10-20,809.0
Texas,2014-05-25,2014-05-26,1252.0
Oklahoma,2014-06-09,2014-06-12,499.0
Maine,2014-01-26,2014-01-26,446.0
California,2014-04-23,2014-04-23,443.0
Mississippi,2014-03-28,2014-03-29,640.0
Idaho,2014-07-23,2014-07-24,1322.0
Indiana,2014-01-05,2014-01-06,763.0
Nevada,2014-02-22,2014-02-23,534.0
Kansas,2014-07-16,2014-07-16,1109.0
Illinois,2014-06-09,2014-06-10,1448.0
Louisiana,2014-04-09,2014-04-09,1404.0
Alaska,2014-06-17,2014-06-17,848.0
New York,2014-01-22,2014-01-24,841.0
Arkansas,2014-06-21,2014-06-24,1403.0
New Mexico,2014-12-22,2014-12-23,1058.0
Maine,2014-07-04,2014-07-05,460.0
Nevada,2014-05-21,2014-05-21,328.0
Oklahoma,2014-07-21,2014-07-24,541.0
California,2014-09-14,2014-09-15,689.0
Oregon,2014-03-05,2014-03-06,702.0
Iowa,2014-05-23,2014-05-24,1126.0
Oregon,2014-08-18,2014-08-21,613.0
Nebraska,2014-07-17,2014-07-17,739.0
Idaho,2014-09-24,2014-09-27,1255.0
Kansas,2014-12-08,2014-12-08,1132.0
Texas,2014-08-30,2014-08-30,1279.0
Georgia,2014-07-01,2014-07-02,1346.0
California,2014-01-15,2014-01-16,885.0
Indiana,2014-01-08,2014-01-08,525.0
Nevada,2014-08-01,2014-08-04,442.0
California,2014-03-29,2014-03-30,484.0
Maine,2014-06-11,2014-06-14,477.0
Mississippi,2014-08-14,2014-08-17,546.0
Nevada,2014-06-28,2014-06-29,550.0
Montana,2014-10-25,2014-10-25,992.0
Georgia,2014-08-20,2014-08-20,1214.0
Texas,2014-03-12,2014-03-15,1408.0
California,2014-07-06,2014-07-06,509.0
Idaho,2014-11-25,2014-11-27,1301.0
Delaware,2014-04-05,2014-04-05,749.0
Oklahoma,2014-05-28,2014-05-31,674.0
Oregon,2014-10-29,2014-10-31,745.0
Kansas,2014-11-23,2014-11-23,1086.0
Arkansas,2014-06-30,2014-07-02,1277.0
Iowa,2014-05-13,2014-05-13,1312.0
Delaware,2014-10-01,2014-10-03,878.0
Georgia,2014-03-21,2014-03-23,1253.0
Georgia,2014-09-30,2014-10-02,1145.0
Oregon,2014-05-19,2014-05-22,733.0
Texas,2014-12-07,2014-12-09,1037.0
Mississippi,2014-01-30,2014-01-31,662.0
Florida,2014-10-29,2014-10-30,836.0
Washington,2014-11-21,2014-11-22,746.0
Idaho,2014-12-24,2014-12-27,1201.0
Washington,2014-11-28,2014-11-29,953.0
Nevada,2014-06-09,2014-06-12,555.0
Oklahoma,2014-05-02,2014-05-04,635.0
Oregon,2014-01-26,2014-01-26,825.0
Ohio,2014-06-01,2014-06-04,655.0
California,2014-07-03,2014-07-06,643.0
Ohio,2014-02-14,2014-02-14,735.0
Arkansas,2014-08-14,2014-08-15,1088.0
Kansas,2014-10-19,2014-10-19,1131.0
Iowa,2014-09-16,2014-09-19,1174.0
Mississippi,2014-04-14,2014-04-17,819.0
Washington,2014-06-21,2014-06-24,810.0
New Mexico,2014-10-07,2014-10-07,1184.0
Florida,2014-08-30,2014-08-31,956.0
Oklahoma,2014-12-07,2014-12-07,604.0
Idaho,2014-06-18,2014-06-18,1250.0
Louisiana,2014-10-03,2014-10-04,1450.0
Arkansas,2014-07-04,2014-07-04,1190.0
Oklahoma,2014-01-27,2014-01-29,347.0
Louisiana,2014-09-05,2014-09-08,1367.0
Georgia,2014-02-24,2014-02-26,1496.0
Kansas,2014-09-19,2014-09-20,1249.0
Oklahoma,2014-12-18,2014-12-20,580.0
Missouri,2014-06-21,2014-06-23,1086.0
Arkansas,2014-12-14,2014-12-17,1158.0
Oklahoma,2014-02-17,2014-02-19,607.0
Arkansas,2014-04-05,2014-04-07,1551.0
New York,2014-01-04,2014-01-07,673.0
Georgia,2014-11-01,2014-11-02,1028.0
Ohio,2014-02-09,2014-02-09,651.0
Washington,2014-09-12,2014-09-14,809.0
Indiana,2014-05-22,2014-05-24,532.0
Texas,2014-11-17,2014-11-18,1091.0
Washington,2014-06-04,2014-06-06,1001.0
Alaska,2014-04-27,2014-04-28,677.0
Maine,2014-03-29,2014-03-29,335.0
Mississippi,2014-03-01,2014-03-03,672.0
New Mexico,2014-04-26,2014-04-26,1201.0
Alaska,2014-02-25,2014-02-26,706.0
Arkansas,2014-08-04,2014-08-05,1330.0
Alaska,2014-02-07,2014-02-10,518.0
Maine,2014-01-04,2014-01-07,641.0
Mississippi,2014-04-06,2014-04-07,746.0
Kansas,2014-03-14,2014-03-17,1400.0
New York,2014-06-05,2014-06-05,615.0
Missouri,2014-09-18,2014-09-18,1101.0
Oklahoma,2014-04-11,2014-04-11,637.0
Kansas,2014-10-30,2014-11-02,1174.0
Delaware,2014-06-29,2014-06-29,959.0
Georgia,2014-06-02,2014-06-05,1344.0
Montana,2014-12-04,2014-12-06,899.0
Delaware,2014-11-17,2014-11-17,853.0
Georgia,2014-05-23,2014-05-23,1391.0
Oregon,2014-03-09,2014-03-10,653.0
New Mexico,2014-07-02,2014-07-05,1171.0
Indiana,2014-12-26,2014-12-28,508.0
Maine,2014-09-23,2014-09-25,346.0
Oregon,2014-02-19,2014-02-22,739.0
New York,2014-02-08,2014-02-10,748.0
Ohio,2014-11-04,2014-11-07,581.0
New Mexico,2014-10-14,2014-10-17,1093.0
Delaware,2014-09-04,2014-09-04,1019.0
Nevada,2014-01-19,2014-01-20,407.0
Mississippi,2014-02-18,2014-02-20,798.0
Oklahoma,2014-04-20,2014-04-21,620.0
Washington,2014-04-08,2014-04-11,893.0
Oregon,2014-11-21,2014-11-23,615.0
California,2014-09-03,2014-09-06,695.0
Iowa,2014-05-30,2014-05-30,1116.0
Ohio,2014-09-08,2014-09-11,636.0
New York,2014-06-14,2014-06-17,528.0
New York,2014-02-26,2014-02-27,725.0
New York,2014-03-31,2014-04-03,593.0
New York,2014-10-31,2014-11-03,790.0
Nebraska,2014-06-26,2014-06-29,644.0
Nevada,2014-02-04,2014-02-06,350.0
Missouri,2014-12-07,2014-12-09,1148.0
Nevada,2014-01-23,2014-01-26,406.0
Mississippi,2014-05-19,2014-05-19,464.0
New York,2014-09-23,2014-09-25,636.0
Iowa,2014-09-12,2014-09-12,1229.0
Illinois,2014-09-10,2014-09-12,1370.0
Illinois,2014-03-06,2014-03-07,1684.0
New Mexico,2014-07-29,2014-08-01,1178.0
Arkansas,2014-09-24,2014-09-24,1222.0
Washington,2014-11-13,2014-11-14,823.0
Montana,2014-09-20,2014-09-20,861.0
Florida,2014-07-22,2014-07-22,907.0
Nebraska,2014-07-06,2014-07-09,802.0
Idaho,2014-06-21,2014-06-22,1523.0
New Mexico,2014-08-26,2014-08-29,1016.0
New York,2014-05-26,2014-05-26,727.0
Delaware,2014-05-01,2014-05-04,956.0
Nevada,2014-08-16,2014-08-16,520.0
Georgia,2014-12-03,2014-12-03,1296.0
Oklahoma,2014-06-09,2014-06-09,481.0
Ohio,2014-04-09,2014-04-10,659.0
Indiana,2014-08-11,2014-08-11,664.0
Indiana,2014-01-07,2014-01-08,581.0
Oregon,2014-01-21,2014-01-21,762.0
Louisiana,2014-11-18,2014-11-18,1235.0
Mississippi,2014-01-06,2014-01-06,532.0
Iowa,2014-05-02,2014-05-05,973.0
Maine,2014-06-07,2014-06-10,432.0
Ohio,2014-06-08,2014-06-08,635.0
Washington,2014-09-15,2014-09-15,794.0
Delaware,2014-10-15,2014-10-16,852.0
Nebraska,2014-02-24,2014-02-25,908.0
Illinois,2014-06-17,2014-06-17,1509.0
Oregon,2014-01-08,2014-01-10,790.0
California,2014-01-17,2014-01-20,790.0
Illinois,2014-03-06,2014-03-07,1624.0
Louisiana,2014-09-22,2014-09-24,1360.0
Oklahoma,2014-05-12,2014-05-15,626.0
Indiana,2014-11-16,2014-11-19,496.0
Washington,2014-05-09,2014-05-09,1080.0
Florida,2014-08-09,2014-08-09,982.0
Oregon,2014-07-01,2014-07-02,783.0
Idaho,2014-05-15,2014-05-16,1477.0
Ohio,2014-03-08,2014-03-11,597.0
Iowa,2014-10-29,2014-10-31,956.0
Indiana,2014-02-13,2014-02-15,649.0
Iowa,2014-12-02,2014-12-03,1093.0
Georgia,2014-10-10,2014-10-10,1121.0
Oklahoma,2014-04-27,2014-04-30,675.0
Nevada,2014-04-13,2014-04-14,360.0
Alaska,2014-02-04,2014-02-06,509.0
Texas,2014-09-17,2014-09-18,1190.0
Texas,2014-07-25,2014-07-27,1243.0
Louisiana,2014-12-15,2014-12-15,1277.0
Nevada,2014-07-30,2014-08-01,446.0
Oklahoma,2014-01-18,2014-01-19,538.0
Alaska,2014-12-17,2014-12-17,645.0
Missouri,2014-08-23,2014-08-26,1188.0
Oregon,2014-04-23,2014-04-23,695.0
Nebraska,2014-04-25,2014-04-26,762.0
New York,2014-07-06,2014-07-08,812.0
Kansas,2014-10-03,2014-10-05,1183.0
New Mexico,2014-07-01,2014-07-01,1323.0
New York,2014-01-03,2014-01-06,745.0
California,2014-06-15,2014-06-18,576.0
Kansas,2014-11-18,2014-11-20,1175.0
Nevada,2014-06-03,2014-06-03,526.0
